22,4,0,0,0,0,0,2,0,1,0,1,2.0000,1.0000,2,1
23,4,0,0,0,0,0,3,0,0,0,0,2.0000,1.0000,2,0
21,5,0,0,0,0,0,3,0,0,0,0,1.5219,0.0000,2,0
17,3,0,0,0,0,0,2,0,1,0,0,-0.0000,0.5000,2,1
42,9,0,0,0,1,0,3,1,1,1,0,1.6577,0.1250,2,0
21,3,0,0,0,0,0,1,0,2,0,0,-0.0000,0.0000,2,1
27,6,0,0,0,2,0,4,0,0,0,0,1.9183,2.0000,2,0
11,3,0,1,0,0,0,1,0,0,0,0,0.9183,0.0000,2,0
34,6,0,0,0,0,0,3,0,0,1,0,2.2516,1.0000,2,0
34,7,0,1,0,0,0,1,0,3,0,1,2.8074,0.0000,2,1
21,3,0,0,0,0,1,2,0,0,0,0,0.9183,2.0000,2,1
26,5,0,0,0,0,0,2,0,1,0,1,1.9219,0.0000,2,1
18,5,0,0,0,0,0,2,0,1,0,0,1.9219,0.2500,2,0
16,3,0,0,0,0,0,1,0,1,0,1,1.5850,0.5000,2,0
21,4,1,0,0,0,0,3,0,0,0,0,1.5000,0.3333,2,1
15,4,0,0,1,1,0,1,0,1,0,0,2.0000,0.3333,2,0
17,4,0,0,0,0,0,1,0,2,0,1,2.0000,0.3333,2,0
27,7,0,0,0,0,0,2,0,1,1,1,2.5216,0.1667,2,0
21,4,0,0,0,0,0,2,0,1,0,1,2.0000,0.3333,2,1
17,4,0,0,0,0,0,1,0,1,0,0,1.5000,0.0000,2,1
18,4,0,0,0,0,0,2,0,0,0,0,2.0000,0.0000,2,1
21,5,0,0,0,0,0,2,0,1,0,0,1.5219,0.0000,2,0
20,3,0,0,0,0,0,2,0,0,1,0,0.9183,0.0000,2,0
17,3,0,0,0,0,0,1,0,0,0,0,0.9183,0.5000,2,0
20,4,0,0,0,0,0,1,0,1,0,1,2.0000,0.0000,2,1
21,3,0,0,0,0,0,1,1,0,0,0,1.5850,0.5000,2,0
29,5,0,0,0,0,0,5,0,0,0,0,1.3710,0.0000,2,0
24,4,0,0,0,0,0,2,1,0,0,0,1.5000,0.0000,2,0
20,4,0,0,0,0,0,1,1,0,0,0,2.0000,0.0000,2,1
34,3,0,0,0,0,0,1,0,1,0,0,0.9183,0.5000,2,0
22,4,0,0,0,0,0,1,1,1,0,0,2.0000,0.0000,2,1
16,4,0,0,0,0,0,2,0,1,0,0,1.5000,0.3333,2,0
21,5,0,0,0,0,0,2,0,1,0,0,2.3219,0.0000,2,1
19,4,0,0,0,0,0,1,1,1,0,0,2.0000,0.3333,2,1
17,4,0,0,0,0,0,1,0,1,0,0,1.5000,0.0000,2,1
26,5,0,0,0,0,0,3,0,1,0,0,1.9219,0.0000,2,1
21,4,0,0,0,0,0,3,0,0,0,0,0.8113,0,2,0
18,4,0,0,0,0,0,1,0,1,0,0,1.5000,0.0000,2,1
31,6,0,0,0,0,0,1,0,0,0,0,0.9183,0,2,0
17,3,0,0,0,0,0,2,0,1,0,0,0.9183,0.5000,2,1
22,4,0,0,0,0,0,3,0,1,0,0,1.5000,0.3333,2,0
22,4,0,0,0,0,0,1,0,2,1,0,2.0000,0.0000,2,0
24,4,0,0,0,0,0,2,1,1,0,0,1.5000,0.0000,2,0
14,4,0,0,0,0,0,1,1,1,0,0,2.0000,0.0000,2,1
22,4,0,0,0,0,0,1,1,1,0,1,2.0000,0.3333,2,0
21,5,0,0,0,0,0,2,1,0,0,0,1.9219,0.0000,2,1
21,4,0,0,0,0,0,2,0,0,0,0,0.8113,0.3333,2,0
20,3,0,0,0,0,0,2,0,0,0,0,0.9183,0.5000,2,0
22,4,0,0,0,0,0,1,2,0,0,0,1.0000,1.0000,2,0
21,4,0,1,0,0,0,2,0,1,0,0,0.8113,0.3333,2,1
22,5,0,1,0,0,0,3,0,0,0,0,1.9219,0.2500,2,1
21,3,0,1,0,0,0,0,1,0,1,0,1.5850,0.5000,2,1
17,4,0,1,0,0,0,2,0,0,0,0,2.0000,0.3333,2,1
26,5,0,1,0,0,0,2,0,2,0,0,1.3710,0.2500,2,1
23,5,0,0,0,0,0,3,1,0,0,0,1.9219,1.5000,2,1
29,6,0,0,0,0,0,1,0,2,0,0,2.5850,0.0000,2,1
25,5,0,1,0,0,0,2,1,0,0,0,2.3219,0.0000,2,1
22,3,0,0,0,0,0,2,1,0,0,0,1.5850,0.0000,2,1
25,6,0,0,0,0,0,2,0,1,0,1,2.5850,0.0000,2,1
25,5,0,0,0,0,0,1,1,1,0,0,1.9219,0.0000,2,0
24,5,0,0,0,0,0,3,1,0,0,0,1.5219,0.0000,2,1
23,4,0,1,0,0,0,3,0,0,0,0,0.8113,0.0000,2,1
19,3,0,0,0,0,0,2,0,1,0,0,0.9183,0.0000,2,0
28,5,0,0,0,0,0,2,1,1,0,0,2.3219,0.2500,2,1
32,4,0,0,0,0,0,2,1,0,1,0,0.8113,0.3333,2,1
21,5,0,0,0,0,0,3,0,0,0,0,1.9219,0.0000,2,1
39,8,0,0,0,0,0,2,0,3,0,1,2.5000,0.0000,2,0
18,3,0,1,0,0,0,2,0,0,0,0,0.9183,0.0000,2,0
21,4,0,0,0,0,0,1,0,1,1,0,2.0000,0.3333,2,0
28,5,0,0,0,0,0,2,1,0,0,0,1.9219,0.0000,2,0
